Address,City,State,Postal Code,Charging Station Location,Number Of Charge Stand
"4909 W Barnes Rd, Spokane, WA 99208",Spokane,WA,99208,"47.74099318199756, -117.48291532461852",2
"44 E Hawthorne Rd, Spokane, WA 99218",Spokane,WA,99218,"47.75042429688068, -117.40892528576786",2
"9000 N Division St, Spokane, WA 99218",Spokane,WA,99218,"47.74017300429449, -117.40973836311791",7
"4001 N Cook St, Spokane, WA 99207",Spokane,WA,99207,"47.693675154859, -117.37477603706759",2
"2904 E Sprague Ave, Spokane, WA 99202",Spokane,WA,99202,"47.657268492970104, -117.36786487959253",2
"400 S Thor St, Spokane, WA 99202",Spokane,WA,99202,"47.65316088447288, -117.36054718344245",6
"500 S Stone St, Spokane, WA 99202",Spokane,WA,99202,"47.6516546803971, -117.37802834646763",2
"6004 S Regal St, Spokane, WA 99223",Spokane,WA,99223,"47.599458436097905, -117.36949103429255",2
"6901 E Sprague Ave, Spokane Valley, WA 99212",Spokane Valley,WA,99212,"47.657268492970104, -117.31277888912956",2
"8325 E Sprague Ave, Spokane Valley, WA 99212",Spokane Valley,WA,99212,"47.657542322047846, -117.29204541670438",11
"8300 E Sprague Ave, Spokane Valley, WA 99212",Spokane Valley,WA,99212,"47.656537191728624, -117.29416240143384",4
"8801 E Sprague Ave, Spokane Valley, WA 99212",Spokane Valley,WA,99212,"47.65728568666137, -117.2872171643278",1
"10006 E Sprague Ave, Spokane Valley, WA 99206",Spokane Valley,WA,99206,"47.657098563934085, -117.27054859527331",1
"1601 E Mission Ave, Spokane, WA 99202",Spokane,WA,99202,"47.67219648320383, -117.38643094342318",2
"1330 N Washington St, Spokane, WA 99201",Spokane,WA,99201,"47.66993798448135, -117.41651480537104",3
"1208 W 3rd Ave, Spokane, WA 99201",Spokane,WA,99201,"47.654057295053924, -117.43155673634615",2
"2726 S Flint Rd, Spokane, WA 99224",Spokane,WA,99224,"47.62991510152039, -117.53567909112012",2
"15727 E Broadway Ave, Spokane Valley, WA 99037",Spokane Valley,WA,99037,"47.66544274589702, -117.19077617329299",16
"19011 E Cataldo Ave, Spokane Valley, WA 99016",Spokane Valley,WA,99016,"47.667399708844016, -117.14890486884416",1
"21728 E Mission Ave, Liberty Lake, WA 99019",Liberty Lake,WA,99019,"47.674248501368275, -117.11310952655512",12
"22302 E Country Vista Dr, Liberty Lake, WA 99019",Liberty Lake,WA,99019,"47.667666561742976, -117.10650521985973",2
"22609 E Mission Ave, Liberty Lake, WA 99019",Liberty Lake,WA,99019,"47.67193602257869, -117.1012217745034",2
"17016 E Indiana Ave, Spokane Valley, WA 99016",Spokane Valley,WA,99016,"47.670504077210225, -117.17678516997348",1
"506 E Hastings Rd B, Spokane, WA 99218",Spokane,WA,99218,"47.76917505819217, -117.40149602975316",2
"1513 1st St, Snohomish, WA 98290",Snohomish,WA,98290,"47.91210635758353, -122.10149395798182",3
"1615 1st St, Snohomish, WA 98290",Snohomish,WA,98290,"47.91241175959667, -122.10204200690384",4
"680f W Washington St, Sequim, WA 98382",Sequim,WA,98382,"48.08075101568726, -123.11783280245731",2
"216 E Washington St, Sequim, WA 98382",Sequim,WA,98382,"48.08017759262855, -123.099207543499",1
"150 N Govan Ave, Sequim, WA 98382",Sequim,WA,98382,"48.08006290724981, -123.09774842182946",2
"1441 E Washington St, Sequim, WA 98382",Sequim,WA,98382,"48.07117401267639, -123.07457413648967",8
"51 Carlsborg Rd, Sequim, WA 98382",Sequim,WA,98382,"48.08034485299896, -123.17358586146096",2
"303 Sunny View Dr, Sequim, WA 98382",Sequim,WA,98382,"48.0621067255407, -123.16774937478277",2
"630 Marine Dr, Sequim, WA 98382",Sequim,WA,98382,"48.14952815258638, -123.15331661704708",2
"939 Finn Hall Rd, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.11600958286212, -123.25527965494672",2
"339 Finn Hall Rd, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.11475174036753, -123.26865629351727",1
"135 Wapato Way, Manson, WA 98831",Manson,WA,98831,"47.88553570090533, -120.15720593066186",2
"135 E Johnson Ave, Chelan, WA 98816",Chelan,WA,98816,"47.841132469194434, -120.01736949255276",2
"104 W Woodin Ave, Chelan, WA 98816",Chelan,WA,98816,"47.83963169480947, -120.02001199394027",1
"3155 US-97 ALT, Chelan, WA 98816",Chelan,WA,98816,"47.834924438986775, -120.0687966349407",1
"300 Ivan Morse Rd, Manson, WA 98831",Manson,WA,98831,"47.896842027197664, -120.13317499107093",1
"420 Pease Rd, Burlington, WA 98233",Burlington,WA,98233,"48.45705407933229, -122.33049347606503",2
"448 Fashion Way, Burlington, WA 98233",Burlington,WA,98233,"48.455471030640894, -122.34096784327903",2
"1670 S Burlington Blvd, Burlington, WA 98233",Burlington,WA,98233,"48.45417147616627, -122.3341274402005",2
"1790 S Burlington Blvd, Burlington, WA 98233",Burlington,WA,98233,"48.4523520440189, -122.3348043550885",2
"1815 Marketplace Dr, Burlington, WA 98233",Burlington,WA,98233,"48.45124580781288, -122.3398094673821",16
"655 Auto Blvd, Burlington, WA 98233",Burlington,WA,98233,"48.45013801528351, -122.34418082180633",2
"2301 Freeway Dr, Mount Vernon, WA 98273",Mount Vernon,WA,98273,"48.44246844807337, -122.34456625913111",8
"1901 Hoag Rd, Mount Vernon, WA 98273",Mount Vernon,WA,98273,"48.44334492090216, -122.31621018654961",6
"2405 E College Way, Mount Vernon, WA 98273",Mount Vernon,WA,98273,"48.436804720583666, -122.3087908557308",6
"1800 Continental Pl, Mount Vernon, WA 98273",Mount Vernon,WA,98273,"48.437546435115415, -122.32535730673719",1
"315 E College Way, Mount Vernon, WA 98273",Mount Vernon,WA,98273,"48.4364675740349, -122.3375534669873",2
"105 E Kincaid St, Mount Vernon, WA 98273",Mount Vernon,WA,98273,"48.418393245031986, -122.33440279225603",3
"306 Anderson Rd, Mount Vernon, WA 98273",Mount Vernon,WA,98273,"48.399030398870025, -122.33430115758726",1
"Old Hwy 99 N #9394, Burlington, WA 98233",Burlington,WA,98233,"48.50938946072707, -122.33810019982697",12
"625 S College Ave, College Place, WA 99324",College Place,WA,99324,"46.04296589413728, -118.38743867669317",2
"1531 Kelly Pl, Walla Walla, WA 99362",Walla Walla,WA,99362,"46.045825501179145, -118.3568829523192",2
"La Quinta Inn & Suites, 776 Silverstone Dr, Walla Walla, WA 99362",Walla Walla,WA,99362,"46.06808875749928, -118.37233819320032",4
"28 Roland Ct, Walla Walla, WA 99362",Walla Walla,WA,99362,"46.022372337689546, -118.41065756129518",1
"3471 Pranger Rd, Walla Walla, WA 99362",Walla Walla,WA,99362,"46.023222430345214, -118.36058528796997",1
"3796 Peppers Bridge Rd, Walla Walla, WA 99362",Walla Walla,WA,99362,"46.016336303968366, -118.38592748987294",2
"1615 Whiteley Rd, Walla Walla, WA 99362",Walla Walla,WA,99362,"46.010809237211014, -118.36153518956867",2
"3853 Powerline Rd, Walla Walla, WA 99362",Walla Walla,WA,99362,"46.01438580322873, -118.31029426908684",1
"6 W Rose St, Walla Walla, WA 99362",Walla Walla,WA,99362,"46.06785713938215, -118.34151727821671",3
"345 Boyer Ave, Walla Walla, WA 99362",Walla Walla,WA,99362,"46.068452634579764, -118.33035928897903",1
"Kingfisher Trail, Walla Walla, WA 99362",Walla Walla,WA,99362,"46.07815830050031, -118.27396852798547",8
"2929 Melrose St, Walla Walla, WA 99362",Walla Walla,WA,99362,"46.081135156541194, -118.28469736379094",3
"150 E Boeing Ave, Walla Walla, WA 99362",Walla Walla,WA,99362,"46.08899328480846, -118.27791673956189",1
"760 C St, Walla Walla, WA 99362",Walla Walla,WA,99362,"46.09196955624457, -118.27122194601927",2
"505 US Hwy 2, Leavenworth, WA 98826",Leavenworth,WA,98826,"47.58897843216596, -120.67343981441817",1
"700 US Hwy 2, Leavenworth, WA 98826",Leavenworth,WA,98826,"47.59557725135678, -120.66429884631195",2
"1329 US Hwy 2, Leavenworth, WA 98826",Leavenworth,WA,98826,"47.598673778754396, -120.65610201575656",16
"116 River Bend Dr, Leavenworth, WA 98826",Leavenworth,WA,98826,"47.59728470501637, -120.64580233338332",8
"301 Ward Strasse, Leavenworth, WA 98826",Leavenworth,WA,98826,"47.596054765195724, -120.64404280431121",1
"7375 Cyo Rd, Leavenworth, WA 98826",Leavenworth,WA,98826,"47.551809086024285, -120.68061282193376",4
"2705 Triple L Loop, Cle Elum, WA 98922",Cle Elum,WA,98922,"47.00803534021884, -120.59046666791093",6
"1307 N Dolarway Rd, Ellensburg, WA 98926",Ellensburg,WA,98926,"47.00586977572655, -120.5872909325125",6
"1911 W Dolarway Rd, Ellensburg, WA 98926",Ellensburg,WA,98926,"47.001889590414805, -120.57656209670705",6
"269-299 N Main St, Ellensburg, WA 98926",Ellensburg,WA,98926,"46.9945761109805, -120.54938321446714",3
"1406 Canyon Rd, Ellensburg, WA 98926",Ellensburg,WA,98926,"46.97928848696225, -120.54343758634523",8
"Canyon Rd #1500, Ellensburg, WA 98926",Ellensburg,WA,98926,"46.978152146020946, -120.54254146920105",12
"1600 Canyon Rd, Ellensburg, WA 98926",Ellensburg,WA,98926,"46.97732160727877, -120.54267131395083",4
"1620 Canyon Rd, Ellensburg, WA 98926",Ellensburg,WA,98926,"46.976873110994006, -120.54161632535883",5
"4301 212th St SW, Mountlake Terrace, WA 98043",Mountlake Terrace,WA,98043,"47.8074909884939, -122.29074766646285",1
"21975 52nd Ave W, Mountlake Terrace, WA 98043",Mountlake Terrace,WA,98043,"47.7989586907403, -122.30254938584888",2
"24015 Van Ry Blvd, Mountlake Terrace, WA 98043",Mountlake Terrace,WA,98043,"47.78067644635043, -122.31430815533868",21
"190 SE Crestview St, Pullman, WA 99163",Pullman,WA,99163,"46.719885667886714, -117.18227642043033",6
"1190 SE Bishop Blvd, Pullman, WA 99163",Pullman,WA,99163,"46.715854800813204, -117.16652648946793",3
"455 SE Paradise St, Pullman, WA 99163",Pullman,WA,99163,"46.72921141024774, -117.17721240993016",2
"150 E Spring St, Pullman, WA 99163",Pullman,WA,99163,"46.73029979877051, -117.17450874330719",2
"305 NE Spokane St, Pullman, WA 99163",Pullman,WA,99163,"46.73003505764003, -117.16927307143311",2
"NE Troy Ln, Pullman, WA 99163",Pullman,WA,99163,"46.72965265148741, -117.16146247896671",2
"2000 Grimes Way, Pullman, WA 99164",Pullman,WA,99164,"46.729711483379674, -117.15639846846653",2
"Terrell Parking Garage, Pullman, WA 99163",Pullman,WA,99163,"46.73250592434476, -117.16433780696259",2
"520 Morris St, La Conner, WA 98257",La Conner,WA,98257,"48.39191858062745, -122.49072481830264",2
"224-B N Main St, Colville, WA 99114",Colville,WA,99114,"48.54578884674896, -117.9055543775939",2
"158 E 1st Ave, Colville, WA 99114",Colville,WA,99114,"48.543996164416875, -117.90471193715399",2
"401 S Main St, Colville, WA 99114",Colville,WA,99114,"48.54101086903008, -117.9053651337438",1
"525 S Main St, Colville, WA 99114",Colville,WA,99114,"48.539474165826505, -117.90523528899402",1
"519 S Main St, Colville, WA 99114",Colville,WA,99114,"48.539710584740455, -117.9053651337438",1
"201 Cascade Ave, Langley, WA 98260",Langley,WA,98260,"48.03960718935528, -122.40620430262044",2
"305 Second Street, Langley, WA 98260",Langley,WA,98260,"48.039922821469965, -122.40980919145107",2
"400 1st St, Langley, WA 98260",Langley,WA,98260,"48.041185330590864, -122.4108391596884",2
"1611 Love Ln, Wenatchee, WA 98801",Wenatchee,WA,98801,"47.47617055492951, -120.37690952225243",1
"Cottage &, Museum St, Cashmere, WA 98815",Cashmere,WA,98815,"47.52082133626581, -120.45587375378068",2
"300 Aplets Way, Cashmere, WA 98815",Cashmere,WA,98815,"47.52348758359246, -120.47012164773035",2
"153 Easy St, Wenatchee, WA 98801",Wenatchee,WA,98801,"47.468442278046126, -120.33499064789233",4
"148 Easy St, Wenatchee, WA 98801",Wenatchee,WA,98801,"47.4676334289777, -120.33697308516442",2
"327 Penny Rd, Wenatchee, WA 98801",Wenatchee,WA,98801,"47.4661694016499, -120.32907798580266",8
"1351 Walla Walla Ave, Wenatchee, WA 98801",Wenatchee,WA,98801,"47.44267902115675, -120.31643758019061",1
"326 N Wenatchee Ave, Wenatchee, WA 98801",Wenatchee,WA,98801,"47.42977939883682, -120.31504709491712",2
"2 2nd St, Wenatchee, WA 98801",Wenatchee,WA,98801,"47.42786910696302, -120.31200401594963",2
"400 Highline Dr, East Wenatchee, WA 98802",East Wenatchee,WA,98802,"47.39907925306022, -120.28136751897468",1
"16010 Rd 1 NW #16010, Quincy, WA 98848",Quincy,WA,98848,"47.10454335920049, -119.834714112408",8
"Bing Ave #224, George, WA 98848",George,WA,98848,"47.0821046785888, -119.86080664108688",12
"344 Silica Rd NW, Quincy, WA 98848",Quincy,WA,98848,"47.0984671500719, -119.99538915743072",3
"2709 W Broadway Ave, Moses Lake, WA 98837",Moses Lake,WA,98837,"47.104162330623076, -119.31031737029704",12
"2380 Maiers Rd, Moses Lake, WA 98837",Moses Lake,WA,98837,"47.102669159313976, -119.25125556490599",1
"306 S Ash St, Moses Lake, WA 98837",Moses Lake,WA,98837,"47.12915981217253, -119.27943668346117",2
"312 W 3rd Ave, Moses Lake, WA 98837",Moses Lake,WA,98837,"47.12879052539238, -119.28212811287231",3
"18805 US-2, Monroe, WA 98272",Monroe,WA,98272,"47.86251511056341, -121.97675207547614",12
"19651 US-2, Monroe, WA 98272",Monroe,WA,98272,"47.86009649131227, -121.96739653065376",2
"17520 WA-9, Snohomish, WA 98296",Snohomish,WA,98296,"47.83907544900028, -122.12497724087372",1
"20124 Broadway Ave, Snohomish, WA 98296",Snohomish,WA,98296,"47.8149885196014, -122.11244596065292",1
"14579 US-97 ALT, Entiat, WA 98822",Entiat,WA,98822,"47.68458679954616, -120.20663847502175",8
"430-710 228th Ave NE, Sammamish, WA 98074",Sammamish,WA,98074,"47.616439175495685, -122.03330811299985",8
"510 228th Ave NE, Sammamish, WA 98074",Sammamish,WA,98074,"47.61396145183124, -122.03440296283922",1
"4010 A St SE, Auburn, WA 98002",Auburn,WA,98002,"47.272736682082815, -122.2277883016926",2
"4111 A St SE, Auburn, WA 98002",Auburn,WA,98002,"47.2768898813044, -122.21370930063539",1
"1701 Auburn Way S, Auburn, WA 98002",Auburn,WA,98002,"47.29322917656189, -122.21271942124254",2
"13398 Newcastle Commons Dr, Newcastle, WA 98059",Newcastle,WA,98059,"47.54404064913522, -122.16227217553197",4
"7447 84th Ave SE, Mercer Island, WA 98040",Mercer Island,WA,98040,"47.53626950040993, -122.22789230611271",2
"1300 N 20th St, Renton, WA 98056",Renton,WA,98056,"47.50991515617617, -122.20139309146512",1
"4601 Sunset Blvd NE, Renton, WA 98059",Renton,WA,98059,"47.5048966760746, -122.15853754061057",12
"3011 Sunset Blvd NE, Renton, WA 98056",Renton,WA,98056,"47.5026249957577, -122.17675897007975",1
"1103 Lake Washington Blvd N, Renton, WA 98056",Renton,WA,98056,"47.50204385244424, -122.2005328523056",10
"1111 Lake Washington Blvd N Suite 400, Renton, WA 98056",Renton,WA,98056,"47.50248278455472, -122.2031460629014",36
"780 Logan Ave N, Renton, WA 98057",Renton,WA,98057,"47.49407422976538, -122.20664422046167",3
"2725 Sunset Blvd NE, Renton, WA 98056",Renton,WA,98056,"47.499007686106346, -122.18056842402343",1
"200 S 3rd St, Renton, WA 98057",Renton,WA,98057,"47.47998694873788, -122.21418580761157",2
"1 Cowlitz Wy, Ridgefield, WA 98642",Ridgefield,WA,98642,"45.85354652891881, -122.70888925929158",23
"125 N 65th Ave, Ridgefield, WA 98642",Ridgefield,WA,98642,"45.8176665857664, -122.68314005335846",12
"101 S 47th Ave, Ridgefield, WA 98642",Ridgefield,WA,98642,"45.81587198133789, -122.7004778520201",2
"210 N Main Ave, Ridgefield, WA 98642",Ridgefield,WA,98642,"45.816829110897146, -122.74631143858105",2
"2211 NE 139th St, Vancouver, WA 98686",Vancouver,WA,98686,"45.72062892809173, -122.64869921184304",2
"800 NE Tenney Rd, Vancouver, WA 98685",Vancouver,WA,98685,"45.7217642287598, -122.66394441215567",12
"9000 NE Hwy 99, Vancouver, WA 98665",Vancouver,WA,98665,"45.687466978657, -122.66116368504301",12
"Parking lot, 8700 NE Vancouver Mall Dr, Vancouver, WA 98662",Vancouver,WA,98662,"45.65962022354804, -122.58334888113798",8
"7809 NE Vancouver Plaza Dr, Vancouver, WA 98663",Vancouver,WA,98663,"45.649958704581685, -122.59341071334433",8
"6916 NE Fourth Plain Blvd, Vancouver, WA 98661",Vancouver,WA,98661,"45.645624687680005, -122.60174475618189",12
"1800 NE Andresen Rd, Vancouver, WA 98661",Vancouver,WA,98661,"45.63716883706338, -122.60062677482563",4
"850 Officers Row, Vancouver, WA 98661",Vancouver,WA,98661,"45.63001258808584, -122.66339587902054",4
"430 SE 192nd Ave, Vancouver, WA 98683",Vancouver,WA,98683,"45.61754148349994, -122.47837296501483",7
"11508 NE 119th St, Vancouver, WA 98662",Vancouver,WA,98662,"45.70999798494254, -122.55377874464959",4
"17702 NE 122nd Ave, Battle Ground, WA 98604",Battle Ground,WA,98604,"45.75116423379395, -122.54791614710503",3
"2100 NE 139th St, Vancouver, WA 98686",Vancouver,WA,98686,"45.722135566005456, -122.65070388077906",2
"6708 NE 63rd St, Vancouver, WA 98661",Vancouver,WA,98661,"45.668498438844104, -122.60332675158095",1
"4301 NE Fourth Plain Blvd, Vancouver, WA 98661",Vancouver,WA,98661,"45.63930809127054, -122.62397249140868",6
"3517 NE Auto Mall Dr, Vancouver, WA 98662",Vancouver,WA,98662,"45.648338109993, -122.59645197041618",2
"3608 NE Auto Mall Dr, Vancouver, WA 98662",Vancouver,WA,98662,"45.64795472134696, -122.59784414498175",7
"5406 NE 107th Ave, Vancouver, WA 98662",Vancouver,WA,98662,"45.66157815352893, -122.56354602613946",1
"18712 12th Ave NE, Shoreline, WA 98155",Shoreline,WA,98155,"47.76427267470132, -122.31561653707566",1
"1201 N 175th St, Shoreline, WA 98133",Shoreline,WA,98133,"47.755762480954694, -122.3437745649881",12
"1408 NW Richmond Beach Rd, Shoreline, WA 98177",Shoreline,WA,98177,"47.76942365578568, -122.37545907587662",1
"17990 Midvale Ave N, Shoreline, WA 98133",Shoreline,WA,98133,"47.75934690496841, -122.34483031379271",2
"13280 Linden Ave N, Seattle, WA 98133",Seattle,WA,98133,"47.72679429923765, -122.3466327579661",2
"1700 Allen St, Kelso, WA 98626",Kelso,WA,98626,"46.14528413625563, -122.89378808358445",2
"207 Three Rivers Dr, Kelso, WA 98626",Kelso,WA,98626,"46.14325574614661, -122.89851709239743",12
"351 Three Rivers Dr, Kelso, WA 98626",Kelso,WA,98626,"46.13995042690951, -122.90125421699582",8
"1600 Maple St, Longview, WA 98632",Longview,WA,98632,"46.14211787175783, -122.939652164933",2
"961 12th Ave, Longview, WA 98632",Longview,WA,98632,"46.131171402716035, -122.93589839405523",2
"700 7th Ave, Longview, WA 98632",Longview,WA,98632,"46.12531794238755, -122.92878187009947",1
"875 Industrial Way, Longview, WA 98632",Longview,WA,98632,"46.12537214394741, -122.92878187009947",1
"10 International Way, Longview, WA 98632",Longview,WA,98632,"46.10710319896523, -122.94207647529156",2
"215 N Hendrickson Dr, Kalama, WA 98625",Kalama,WA,98625,"46.0044309143826, -122.84545315765425",2
"204 Cowlitz St W, Castle Rock, WA 98611",Castle Rock,WA,98611,"46.27615144641288, -122.91125842407756",1
"1212 Abernathy Creek Rd, Longview, WA 98632",Longview,WA,98632,"46.219407650027385, -123.14815111866234",1
"1115 SE 164th Ave, Vancouver, WA 98684",Vancouver,WA,98684,"45.61340648673639, -122.5021649174689",2
"98 S A St, Washougal, WA 98671",Washougal,WA,98671,"45.578439628930184, -122.38013248711323",2
"431 Water St, Port Townsend, WA 98368",Port Townsend,WA,98368,"48.11669311806795, -122.75151416599292",2
"2409 Jefferson St, Port Townsend, WA 98368",Port Townsend,WA,98368,"48.10901408813163, -122.77348682172253",1
"301 10th St, Port Townsend, WA 98368",Port Townsend,WA,98368,"48.10700818234422, -122.78018161526515",1
"442 W Sims Way, Port Townsend, WA 98368",Port Townsend,WA,98368,"48.10809711234319, -122.78198405968047",2
"7th and, Hendricks St, Port Townsend, WA 98368",Port Townsend,WA,98368,"48.10488756823995, -122.7946011705877",1
"63 Four Corners Rd, Port Townsend, WA 98368",Port Townsend,WA,98368,"48.050900331043664, -122.81826096142946",8
"751 Highland Dr, Port Ludlow, WA 98365",Port Ludlow,WA,98365,"47.90510659605102, -122.69276322472571",6
"13205 NE 175th St, Woodinville, WA 98072",Woodinville,WA,98072,"47.75359583745285, -122.16315754252699",12
"11804 N Creek Pkwy S, Bothell, WA 98011",Bothell,WA,98011,"47.76334718987884, -122.18152530942594",2
"3830 Monte Villa Pkwy, Bothell, WA 98021",Bothell,WA,98021,"47.77707676451809, -122.18152530942594",2
"18231 110th Ave NE, Bothell, WA 98011",Bothell,WA,98011,"47.75976624716609, -122.19404155848343",14
"Parking lot, 6704 NE 181st St, Kenmore, WA 98028",Kenmore,WA,98028,"47.75965084928898, -122.25094730359567",11
"810 S Main St, Deer Park, WA 99006",Deer Park,WA,99006,"47.94622940083243, -117.47838562250902",2
"1100 S Main St, Deer Park, WA 99006",Deer Park,WA,99006,"47.94391569306505, -117.4775632163255",2
"461 S Fork Ave SW, North Bend, WA 98045",North Bend,WA,98045,"47.49094072385043, -121.79633422262846",38
"North Bend, WA, 98045, US, SW Mt Si Blvd, North Bend, WA 98045",North Bend,WA,98045,"47.489567201202796, -121.7916590278659",4
"400 SE Orchard Dr, North Bend, WA 98045",North Bend,WA,98045,"47.49052070737782, -121.78435151285302",1
"46600 SE N Bend Way, North Bend, WA 98045",North Bend,WA,98045,"47.468023452010854, -121.71666097379367",8
"8125 Falls Ave SE, Snoqualmie, WA 98065",Snoqualmie,WA,98065,"47.52773328498861, -121.82369112851768",2
"38579 SE River St, Snoqualmie, WA 98065",Snoqualmie,WA,98065,"47.52709576803626, -121.826266049111",2
"6501 Railroad Ave, Fall City, WA 98024",Fall City,WA,98024,"47.54187257790935, -121.83519244050115",1
"37500 SE North Bend Way, Snoqualmie, WA 98065",Snoqualmie,WA,98065,"47.51856708809898, -121.84199954977582",4
"Parking lot, 35016 SE Ridge St, Snoqualmie, WA 98065",Snoqualmie,WA,98065,"47.532636691462244, -121.87318674465355",2
"507 E Main St, Battle Ground, WA 98604",Battle Ground,WA,98604,"45.78064006505233, -122.53217110395391",4
"SE 280th St, Maple Valley, WA 98038",Maple Valley,WA,98038,"47.351221221662804, -122.02689928767666",2
"26520 Maple Valley Black Diamond Rd SE, Maple Valley, WA 98038",Maple Valley,WA,98038,"47.36271661442521, -122.01787314010629",4
"18631 SE 300th Pl, Covington, WA 98042",Covington,WA,98042,"47.33221980024341, -122.09333173429908",2
"18025 SE 272nd St, Kent, WA 98042",Kent,WA,98042,"47.35619471308362, -122.10103404689248",2
"17700 SE 272nd St, Covington, WA 98042",Covington,WA,98042,"47.36001351846271, -122.10357776156006",3
"17432 SE 270th Pl, Covington, WA 98042",Covington,WA,98042,"47.36033836869798, -122.10770858976963",7
"27130 172nd Ave SE, Covington, WA 98042",Covington,WA,98042,"47.358469293285744, -122.11205838888749",4
"10822 SE 248th St, Kent, WA 98030",Kent,WA,98030,"47.38070244251373, -122.19684541315897",2
"26600 72nd Ave S #101, Kent, WA 98032",Kent,WA,98032,"47.364194345272615, -122.24207818491483",2
"11803 NE 124th Ave, Vancouver, WA 98682",Vancouver,WA,98682,"45.707870273251835, -122.54362977744738",2
"11714 NE 72nd Ave, Vancouver, WA 98686",Vancouver,WA,98686,"45.70727089978716, -122.60027803050029",1
"2723 NE 134th St, Vancouver, WA 98682",Vancouver,WA,98682,"45.71601559945487, -122.64216900363368",12
"8600 NE 117th Ave, Vancouver, WA 98662",Vancouver,WA,98662,"45.684870982802906, -122.55338662662408",2
"Elderberry St SW #19615, Rochester, WA 98579",Rochester,WA,98579,"46.80333730013261, -123.01241495076994",12
"Sargent Rd SW #19770, Rochester, WA 98579",Rochester,WA,98579,"46.801483862659374, -123.01526511871933",12
"1920 Schurman Way, Woodland, WA 98674",Woodland,WA,98674,"45.926361047368594, -122.76001498633865",2
"123 E Front St, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.11985455396478, -123.43091443986039",1
"939 Caroline St, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.11548958985487, -123.41552640526012",1
"110 S Golf Course Rd, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.10534733253234, -123.40291217947193",2
"308 E 4th St, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.11390223823245, -123.43124465519517",6
"110 E 3rd St, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.116239155519395, -123.43500911001153",2
"3411 E Kolonels Way, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.11003336088596, -123.36115131662189",7
"97 Deer Park Rd, Port Angeles, WA 98362",Port Angeles,WA,98362,"48.10349968096841, -123.34278354972292",3
"416 Lake Crescent Rd, Port Angeles, WA 98363",Port Angeles,WA,98363,"48.05798994855349, -123.79980839320342",2
"152 Roosevelt Ave E, Enumclaw, WA 98022",Enumclaw,WA,98022,"47.19837621390551, -121.97973920250558",2
"10799 Ridgeline Dr, Kennewick, WA 99338",Kennewick,WA,99338,"46.19678360957336, -119.26664364008123",2
"1125 Aaron Dr, Richland, WA 99352",Richland,WA,99352,"46.26148171334404, -119.28509859180546",2
"4823 Broadmoor Blvd, Pasco, WA 99301",Pasco,WA,99301,"46.27192466682407, -119.22124056110759",4
"2411 W Court St, Pasco, WA 99301",Pasco,WA,99301,"46.244388952717955, -119.12442354679904",3
"2811 W 10th Ave, Kennewick, WA 99336",Kennewick,WA,99336,"46.198782212685366, -119.16356233981736",8
"Tapteal Dr, Richland, WA 99352",Richland,WA,99352,"46.23204086802512, -119.22673372503998",4
"13209 39th Ave SE, Mill Creek, WA 98012",Mill Creek,WA,98012,"47.87743874558532, -122.17945968458474",2
"210 N Cedar St, Cook, WA 98605",Cook,WA,98605,"45.71411053337925, -121.46170228001318",2
"400 W Steuben St, Cook, WA 98605",Cook,WA,98605,"45.71650769530507, -121.47071450208979",1
"119 NE Church Ave, White Salmon, WA 98672",White Salmon,WA,98672,"45.72831221748286, -121.48513405741234",3
"12819 Yelm Hwy SE, Olympia, WA 98513",Olympia,WA,98513,"47.001902084386344, -122.66943758895532",4
"2480 US-12, Ethel, WA 98542",Ethel,WA,98542,"46.531292163528825, -122.63234769262014",3
"3925 236th Ave NE, Redmond, WA 98053",Redmond,WA,98053,"47.64510563736731, -122.02699051562463",2
"101 N Forks Ave, Forks, WA 98331",Forks,WA,98331,"47.95158176841072, -124.38532144927586",6
"100 Fern Hill Rd, Forks, WA 98331",Forks,WA,98331,"47.943216424489464, -124.38520846420272",8
"390 Founders Way, Forks, WA 98331",Forks,WA,98331,"47.94660852560299, -124.39456400902509",2
"473 Mora Rd, Forks, WA 98331",Forks,WA,98331,"47.91559420958853, -124.54505947891985",2
"5511 S Freeland Ave, Freeland, WA 98249",Freeland,WA,98249,"48.0109879714256, -122.53332378206933",2
"148 5th St N, Skykomish, WA 98288",Skykomish,WA,98288,"47.71230302446143, -121.36081148152813",2
"Stevens Pass Mountain Resort, Skykomish, WA 98288",Skykomish,WA,98288,"47.74971255566841, -121.09164644884049",4
"US-2 #15251, Leavenworth, WA 98826",Leavenworth,WA,98826,"47.755252423059076, -120.74145724814996",8
"320 Main St, Sultan, WA 98294",Sultan,WA,98294,"47.86270130090591, -121.81811737890045",2
"714-776 E Allyn St, Goldendale, WA 98620",Goldendale,WA,98620,"45.82049199831009, -120.80994080060496",2
"115 W Court St, Goldendale, WA 98620",Goldendale,WA,98620,"45.82288459283422, -120.8243603559275",2
